province,district,local_level,office,ward_count,postal_code_local_level,local_level_code
कर्णाली,दैलेख,भैरवी गाउँपालिका,"हुलाक कार्यालय, भैरवी गाउँपालिका",7,60603,66003
कर्णाली,दैलेख,ठाँटीकाँध गाउँपालिका,"हुलाक कार्यालय, ठाँटीकाँध गाउँपालिका",6,60604,66011
कर्णाली,दैलेख,आठबीस नगरपालिका,"हुलाक कार्यालय, आठबीस नगरपालिका",9,60605,66001
कर्णाली,दैलेख,चामुण्डा बिन्द्रासैनी नगरपालिका,"हुलाक कार्यालय, चामुण्डा बिन्द्रासैनी नगरपालिका",9,60606,66004
कर्णाली,दैलेख,दुल्लु नगरपालिका,"हुलाक कार्यालय, दुल्लु नगरपालिका",13,60607,66005
कर्णाली,दैलेख,नारायण नगरपालिका,"जिल्ला हुलाक कार्यालय, दैलेख",11,60608,66009
कर्णाली,दैलेख,भगवतीमाई गाउँपालिका,"हुलाक कार्यालय, भगवतीमाई गाउँपालिका",7,60609,66002
कर्णाली,दैलेख,डुङ्गेश्वर गाउँपालिका,"हुलाक कार्यालय, डुङ्गेश्वर गाउँपालिका",6,60610,66006
कर्णाली,दैलेख,गुराँस गाउँपालिका,"हुलाक कार्यालय, गुराँस गाउँपालिका",8,60611,66007
कर्णाली,जाजरकोट,बारेकोट गाउँपालिका,"हुलाक कार्यालय, बारेकोट गाउँपालिका",9,60701,66101
कर्णाली,जाजरकोट,कुसे गाउँपालिका,"हुलाक कार्यालय, कुसे गाउँपालिका",9,60702,66105
कर्णाली,जाजरकोट,जुनीचाँदे गाउँपालिका,"हुलाक कार्यालय, जुनीचाँदे गाउँपालिका",11,60703,66104
कर्णाली,जाजरकोट,छेडागाड नगरपालिका,"हुलाक कार्यालय, छेडागाड नगरपालिका",13,60704,66103
कर्णाली,जाजरकोट,शिवालय गाउँपालिका,"हुलाक कार्यालय, शिवालय गाउँपालिका",9,60705,66106
कर्णाली,जाजरकोट,भेरीमालिका नगरपालिका,"जिल्ला हुलाक कार्यालय, जाजरकोट",13,60706,66102
कर्णाली,जाजरकोट,नलगाड नगरपालिका,"हुलाक कार्यालय, नलगाड नगरपालिका",13,60707,66103
कर्णाली,रुकुम (पश्चिम भाग),आठबिसकोट नगरपालिका,"हुलाक कार्यालय, आठबिसकोट नगरपालिका",14,60801,65401
कर्णाली,रुकुम (पश्चिम भाग),सानीभेरी गाउँपालिका,"हुलाक कार्यालय, सानीभेरी गाउँपालिका",11,60802,65405
कर्णाली,रुकुम (पश्चिम भाग),बाँफिकोट गाउँपालिका,"हुलाक कार्यालय, बाँफिकोट गाउँपालिका",10,60803,65402
कर्णाली,रुकुम (पश्चिम भाग),मुसिकोट नगरपालिका,"जिल्ला हुलाक कार्यालय, रुकुम (पश्चिम भाग)",14,60804,65404
कर्णाली,रुकुम (पश्चिम भाग),त्रिवेणी गाउँपालिका,"हुलाक कार्यालय, त्रिवेणी गाउँपालिका",10,60805,65406
कर्णाली,रुकुम (पश्चिम भाग),चौरजहारी नगरपालिका,"हुलाक कार्यालय, चौरजहारी नगरपालिका",14,60806,65403
कर्णाली,सल्यान,दार्मा गाउँपालिका,"हुलाक कार्यालय, दार्मा गाउँपालिका",6,60901,65504
कर्णाली,सल्यान,कुमाख गाउँपालिका,"हुलाक कार्यालय, कुमाख गाउँपालिका",7,60902,65508
कर्णाली,सल्यान,बनगाड कुपिण्डे नगरपालिका,"हुलाक कार्यालय, बनगाड कुपिण्डे नगरपालिका",12,60903,65502
कर्णाली,सल्यान,सिद्धकुमाख गाउँपालिका,"हुलाक कार्यालय, सिद्धकुमाख गाउँपालिका",5,60904,65504
कर्णाली,सल्यान,बागचौर नगरपालिका,"हुलाक कार्यालय, बागचौर नगरपालिका",12,60905,65501
कर्णाली,सल्यान,छत्रेश्वरी गाउँपालिका,"हुलाक कार्यालय, छत्रेश्वरी गाउँपालिका",7,60906,65503
कर्णाली,सल्यान,शारदा नगरपालिका,"जिल्ला हुलाक कार्यालय, सल्यान",15,60907,65509
कर्णाली,सल्यान,कालिमाटी गाउँपालिका,"हुलाक कार्यालय, कालिमाटी गाउँपालिका",7,60908,65506
कर्णाली,सल्यान,त्रिवेणी गाउँपालिका,"हुलाक कार्यालय, त्रिवेणी गाउँपालिका",6,60909,65510
कर्णाली,सल्यान,कपुरकोट गाउँपालिका,"हुलाक कार्यालय, कपुरकोट गाउँपालिका",6,60910,65507
कर्णाली,सुर्खेत,सिम्ता गाउँपालिका,"हुलाक कार्यालय, सिम्ता गाउँपालिका",9,61001,65909
कर्णाली,सुर्खेत,चिङ्गगाड गाउँपालिका,"हुलाक कार्यालय, चिङ्गगाड गाउँपालिका",6,61002,65905
कर्णाली,सुर्खेत,लेकबेशी नगरपालिका,"हुलाक कार्यालय, लेकबेशी नगरपालिका",10,61003,65907
कर्णाली,सुर्खेत,गुर्भाकोट नगरपालिका,"हुलाक कार्यालय, गुर्भाकोट नगरपालिका",14,61004,65906
कर्णाली,सुर्खेत,भेरीगंगा नगरपालिका,"हुलाक कार्यालय, भेरीगंगा नगरपालिका",13,61005,65902
कर्णाली,सुर्खेत,बीरेन्द्रनगर नगरपालिका,"हुलाक निर्देशनालय, सुर्खेत",16,61006,65903
कर्णाली,सुर्खेत,बराहताल गाउँपालिका,"हुलाक कार्यालय, बराहताल गाउँपालिका",10,61007,65901
कर्णाली,सुर्खेत,पञ्चपुरी नगरपालिका,"हुलाक कार्यालय, पञ्चपुरी नगरपालिका",11,61008,65908
कर्णाली,सुर्खेत,चौकुने गाउँपालिका,"हुलाक कार्यालय, चौकुने गाउँपालिका",10,61009,65904
सुदूरपश्चिम,बाजुरा,हिमाली गाउँपालिका,"हुलाक कार्यालय, हिमाली गाउँपालिका",7,70101,76706
सुदूरपश्चिम,बाजुरा,गौमुल गाउँपालिका,"हुलाक कार्यालय, गौमुल गाउँपालिका",6,70102,76705
सुदूरपश्चिम,बाजुरा,बुढीनन्दा नगरपालिका,"हुलाक कार्यालय, बुढीनन्दा नगरपालिका",10,70103,76703
सुदूरपश्चिम,बाजुरा,स्वामीकार्तिक खापर गाउँपालिका,"हुलाक कार्यालय, स्वामीकार्तिक खापर गाउँपालिका",5,70104,76708
सुदूरपश्चिम,बाजुरा,जगन्नाथ गाउँपालिका,"हुलाक कार्यालय, जगन्नाथ गाउँपालिका",6,70105,76707
सुदूरपश्चिम,बाजुरा,बडिमालिका नगरपालिका,"जिल्ला हुलाक कार्यालय, बाजुरा",9,70106,76701
सुदूरपश्चिम,बाजुरा,खप्तड छेडेदह गाउँपालिका,"हुलाक कार्यालय, खप्तड छेडेदह गाउँपालिका",7,70107,76704
सुदूरपश्चिम,बाजुरा,बुढीगंगा नगरपालिका,"हुलाक कार्यालय, बुढीगंगा नगरपालिका",10,70108,76702
सुदूरपश्चिम,बाजुरा,त्रिवेणी नगरपालिका,"हुलाक कार्यालय, त्रिवेणी नगरपालिका",9,70109,76709
सुदूरपश्चिम,बझाङ,साइपाल गाउँपालिका,"हुलाक कार्यालय, साइपाल गाउँपालिका",5,70201,76806
सुदूरपश्चिम,बझाङ,बुंगल नगरपालिका,"हुलाक कार्यालय, बुंगल नगरपालिका",11,70202,76802
सुदूरपश्चिम,बझाङ,सूर्मा गाउँपालिका,"हुलाक कार्यालय, सूर्मा गाउँपालिका",5,70203,76810
सुदूरपश्चिम,बझाङ,तालकोट गाउँपालिका,"हुलाक कार्यालय, तालकोट गाउँपालिका",7,70204,76811
सुदूरपश्चिम,बझाङ,मष्टा गाउँपालिका,"हुलाक कार्यालय, मष्टा गाउँपालिका",7,70205,76809
सुदूरपश्चिम,बझाङ,जयपृथ्वी नगरपालिका,"जिल्ला हुलाक कार्यालय, बझाङ",11,70206,76805
सुदूरपश्चिम,बझाङ,छबिस पाथिभरा गाउँपालिका,"हुलाक कार्यालय, छबिस पाथिभरा गाउँपालिका",7,70207,76803
सुदूरपश्चिम,बझाङ,दुर्गाथली गाउँपालिका,"हुलाक कार्यालय, दुर्गाथली गाउँपालिका",7,70208,76804
सुदूरपश्चिम,बझाङ,केदारस्युँ गाउँपालिका,"हुलाक कार्यालय, केदारस्युँ गाउँपालिका",9,70209,76807
सुदूरपश्चिम,बझाङ,बित्थडचिर गाउँपालिका,"हुलाक कार्यालय, बित्थडचिर गाउँपालिका",9,70210,76801
सुदूरपश्चिम,बझाङ,थलारा गाउँपालिका,"हुलाक कार्यालय, थलारा गाउँपालिका",9,70211,76812
सुदूरपश्चिम,बझाङ,खप्तडछान्ना गाउँपालिका,"हुलाक कार्यालय, खप्तडछान्ना गाउँपालिका",7,70212,76808
सुदूरपश्चिम,दार्चुला,ब्याँस गाउँपालिका,"हुलाक कार्यालय, ब्याँस गाउँपालिका",6,70301,77502
सुदूरपश्चिम,दार्चुला,दुहुँ गाउँपालिका,"हुलाक कार्यालय, दुहुँ गाउँपालिका",5,70302,77503
सुदूरपश्चिम,दार्चुला,महाकाली नगरपालिका,"जिल्ला हुलाक कार्यालय, दार्चुला",9,70303,77505
सुदूरपश्चिम,दार्चुला,नौगाड गाउँपालिका,"हुलाक कार्यालय, नौगाड गाउँपालिका",6,70304,77508
सुदूरपश्चिम,दार्चुला,अपिहिमाल गाउँपालिका,"हुलाक कार्यालय, अपिहिमाल गाउँपालिका",6,70305,77501
सुदूरपश्चिम,दार्चुला,मार्मा गाउँपालिका,"हुलाक कार्यालय, मार्मा गाउँपालिका",6,70306,77507
सुदूरपश्चिम,दार्चुला,शैल्यशिखर नगरपालिका,"हुलाक कार्यालय, शैल्यशिखर नगरपालिका",9,70307,77509
सुदूरपश्चिम,दार्चुला,मालिकार्जुन गाउँपालिका,"हुलाक कार्यालय, मालिकार्जुन गाउँपालिका",8,70308,77506
सुदूरपश्चिम,दार्चुला,लेकम गाउँपालिका,"हुलाक कार्यालय, लेकम गाउँपालिका",6,70309,77504
सुदूरपश्चिम,बैतडी,डीलासैनी गाउँपालिका,"हुलाक कार्यालय, डीलासैनी गाउँपालिका",7,70401,77402
सुदूरपश्चिम,बैतडी,दोगडाकेदार गाउँपालिका,"हुलाक कार्यालय, दोगडाकेदार गाउँपालिका",8,70402,77403
सुदूरपश्चिम,बैतडी,पुचौंडी नगरपालिका,"हुलाक कार्यालय, पुचौंडी नगरपालिका",10,70403,77407
सुदूरपश्चिम,बैतडी,सुर्नया गाउँपालिका,"हुलाक कार्यालय, सुर्नया गाउँपालिका",8,70404,77410
सुदूरपश्चिम,बैतडी,दशरथचन्द नगरपालिका,"जिल्ला हुलाक कार्यालय, बैतडी",11,70405,77401
सुदूरपश्चिम,बैतडी,पन्चेश्वर गाउँपालिका,"हुलाक कार्यालय, पन्चेश्वर गाउँपालिका",6,70406,77405
सुदूरपश्चिम,बैतडी,शिवनाथ गाउँपालिका,"हुलाक कार्यालय, शिवनाथ गाउँपालिका",6,70407,77408
सुदूरपश्चिम,बैतडी,मेलौली नगरपालिका,"हुलाक कार्यालय, मेलौली नगरपालिका",9,70408,77404
सुदूरपश्चिम,बैतडी,पाटन नगरपालिका,"हुलाक कार्यालय, पाटन नगरपालिका",10,70409,77406
सुदूरपश्चिम,बैतडी,सिगास गाउँपालिका,"हुलाक कार्यालय, सिगास गाउँपालिका",9,70410,77409
सुदूरपश्चिम,डँडेलधुरा,नवदुर्गा गाउँपालिका,"हुलाक कार्यालय, नवदुर्गा गाउँपालिका",5,70501,77306
सुदूरपश्चिम,डँडेलधुरा,अमरगढी नगरपालिका,"जिल्ला हुलाक कार्यालय, डँडेलधुरा",11,70502,77303
सुदूरपश्चिम,डँडेलधुरा,अजयमेरु गाउँपालिका,"हुलाक कार्यालय, अजयमेरु गाउँपालिका",6,70503,77301
सुदूरपश्चिम,डँडेलधुरा,भागेश्वर गाउँपालिका,"हुलाक कार्यालय, भागेश्वर गाउँपालिका",5,70504,77304
सुदूरपश्चिम,डँडेलधुरा,परशुराम नगरपालिका,"हुलाक कार्यालय, परशुराम नगरपालिका",12,70505,77307
सुदूरपश्चिम,डँडेलधुरा,आलिताल गाउँपालिका,"हुलाक कार्यालय, आलिताल गाउँपालिका",8,70506,77302
सुदूरपश्चिम,डँडेलधुरा,गन्यापधुरा गाउँपालिका,"हुलाक कार्यालय, गन्यापधुरा गाउँपालिका",5,70507,77305
सुदूरपश्चिम,डोटी,पुर्विचौकी गाउँपालिका,"हुलाक कार्यालय, पुर्विचौकी गाउँपालिका",7,70601,77007
सुदूरपश्चिम,डोटी,सायल गाउँपालिका,"हुलाक कार्यालय, सायल गाउँपालिका",6,70602,77008
सुदूरपश्चिम,डोटी,आदर्श गाउँपालिका,"हुलाक कार्यालय, आदर्श गाउँपालिका",7,70603,77001
सुदूरपश्चिम,डोटी,शिखर नगरपालिका,"हुलाक कार्यालय, शिखर नगरपालिका",11,70604,77009
सुदूरपश्चिम,डोटी,दिपायल सिलगढी नगरपालिका,"जिल्ला हुलाक कार्यालय, डोटी",9,70605,77004
सुदूरपश्चिम,डोटी,के.आई.सिं. गाउँपालिका,"हुलाक कार्यालय, के.आई.सिं. गाउँपालिका",7,70606,77006
सुदूरपश्चिम,डोटी,बोगटान फुड्सिल गाउँपालिका,"हुलाक कार्यालय, बोगटान फुड्सिल गाउँपालिका",7,70607,77003
सुदूरपश्चिम,डोटी,बडीकेदार गाउँपालिका,"हुलाक कार्यालय, बडीकेदार गाउँपालिका",5,70608,77002
सुदूरपश्चिम,डोटी,जोरायल गाउँपालिका,"हुलाक कार्यालय, जोरायल गाउँपालिका",6,70609,77005
सुदूरपश्चिम,अछाम,पंचदेवल बिनायक नगरपालिका,"हुलाक कार्यालय, पंचदेवल बिनायक नगरपालिका",9,70701,76907
सुदूरपश्चिम,अछाम,रामारोशन गाउँपालिका,"हुलाक कार्यालय, रामारोशन गाउँपालिका",7,70702,76908
सुदूरपश्चिम,अछाम,मेल्लेख गाउँपालिका,"हुलाक कार्यालय, मेल्लेख गाउँपालिका",8,70703,76906
सुदूरपश्चिम,अछाम,साँफेबगर नगरपालिका,"हुलाक कार्यालय, साँफेबगर नगरपालिका",14,70704,76909
सुदूरपश्चिम,अछाम,चौरपाटी गाउँपालिका,"हुलाक कार्यालय, चौरपाटी गाउँपालिका",7,70705,76902
सुदूरपश्चिम,अछाम,मंगलसेन नगरपालिका,"जिल्ला हुलाक कार्यालय, अछाम",14,70706,76905
सुदूरपश्चिम,अछाम,बान्नीगढी जयगढ गाउँपालिका,"हुलाक कार्यालय, बान्नीगढी जयगढ गाउँपालिका",6,70707,76901
सुदूरपश्चिम,अछाम,कमलबजार नगरपालिका,"हुलाक कार्यालय, कमलबजार नगरपालिका",10,70708,76904
सुदूरपश्चिम,अछाम,ढकारी गाउँपालिका,"हुलाक कार्यालय, ढकारी गाउँपालिका",8,70709,76903
सुदूरपश्चिम,अछाम,तुर्माखाँद गाउँपालिका,"हुलाक कार्यालय, तुर्माखाँद गाउँपालिका",8,70710,76910
सुदूरपश्चिम,कैलाली,मोहन्याल गाउँपालिका,"हुलाक कार्यालय, मोहन्याल गाउँपालिका",7,70801,77112
सुदूरपश्चिम,कैलाली,चुरे गाउँपालिका,"हुलाक कार्यालय, चुरे गाउँपालिका",6,70802,77103
सुदूरपश्चिम,कैलाली,गोदावरी नगरपालिका,"हुलाक कार्यालय, गोदावरी नगरपालिका",12,70803,77107
सुदूरपश्चिम,कैलाली,गौरीगंगा नगरपालिका,"हुलाक कार्यालय, गौरीगंगा नगरपालिका",11,70804,77105
सुदूरपश्चिम,कैलाली,घोडाघोडी नगरपालिका,"हुलाक कार्यालय, घोडाघोडी नगरपालिका",12,70805,77106
सुदूरपश्चिम,कैलाली,बर्दगोरिया गाउँपालिका,"हुलाक कार्यालय, बर्दगोरिया गाउँपालिका",6,70806,77101
सुदूरपश्चिम,कैलाली,लम्कि चुहा नगरपालिका,"हुलाक कार्यालय, लम्कि चुहा नगरपालिका",10,70807,77111
सुदूरपश्चिम,कैलाली,जानकी गाउँपालिका,"हुलाक कार्यालय, जानकी गाउँपालिका",9,70808,77108
सुदूरपश्चिम,कैलाली,जोशीपुर गाउँपालिका,"हुलाक कार्यालय, जोशीपुर गाउँपालिका",7,70809,77109
सुदूरपश्चिम,कैलाली,टिकापुर नगरपालिका,"हुलाक कार्यालय, टिकापुर नगरपालिका",9,70810,77113
सुदूरपश्चिम,कैलाली,भजनी नगरपालिका,"हुलाक कार्यालय, भजनी नगरपालिका",9,70811,77102
सुदूरपश्चिम,कैलाली,कैलारी गाउँपालिका,"हुलाक कार्यालय, कैलारी गाउँपालिका",9,70812,77110
सुदूरपश्चिम,कैलाली,धनगढी उपमहानगरपालिका,"हुलाक निर्देशनालय, कैलाली",19,70813,77104
सुदूरपश्चिम,कञ्चनपुर,कृष्णपुर नगरपालिका,"हुलाक कार्यालय, कृष्णपुर नगरपालिका",9,70901,77205
सुदूरपश्चिम,कञ्चनपुर,शुक्लाफाँटा नगरपालिका,"हुलाक कार्यालय, शुक्लाफाँटा नगरपालिका",12,70902,77209
सुदूरपश्चिम,कञ्चनपुर,बेदकोट नगरपालिका,"हुलाक कार्यालय, बेदकोट नगरपालिका",10,70903,77201
सुदूरपश्चिम,कञ्चनपुर,भिमदत्त नगरपालिका,"जिल्ला हुलाक कार्यालय, कञ्चनपुर",19,70904,77204
सुदूरपश्चिम,कञ्चनपुर,चाँदनी-दोधारा नगरपालिका,"हुलाक कार्यालय, चाँदनी-दोधारा नगरपालिका",10,70905,77207
सुदूरपश्चिम,कञ्चनपुर,लालझाडी गाउँपालिका,"हुलाक कार्यालय, लालझाडी गाउँपालिका",6,70906,77206
सुदूरपश्चिम,कञ्चनपुर,पुनर्वास नगरपालिका,"हुलाक कार्यालय, पुनर्वास नगरपालिका",11,70907,77208
सुदूरपश्चिम,कञ्चनपुर,बेलौरी नगरपालिका,"हुलाक कार्यालय, बेलौरी नगरपालिका",10,70908,77202
सुदूरपश्चिम,कञ्चनपुर,बेलडाँडी गाउँपालिका,"हुलाक कार्यालय, बेलडाँडी गाउँपालिका",5,70909,77203
